Site,Diversity,Observed,Estimator,s.e.,LCL,UCL,watershed_id,area,frac_forest,frac_urban,frac_agri,mean_temp,mean_ppt,mean_dem,rate,n_branch,p_branch,n_dam,mu_alpha
28,Species richness,11,15.154,6.664,11.455,48.941,28,106.30459192138296,0.955982921775233,0.0025398714685073076,0.03918239976318925,5.7724382149949385,1144.8773767510186,80.76412956773605,0.4317309372929678,34,0.3506159217807511,0,4.384615384615385
29,Species richness,8,8,0.556,8,9.663,29,45.55798879055817,0.9502632391542917,0.024314879392163757,0.02542113925240678,5.629531095293104,1150.6010774280687,72.63827864212165,0.43062753797075076,13,0.3498989963742191,0,3.65
35,Species richness,13,15.143,3.25,13.252,31.242,35,300.84547289310825,0.906134215786904,0.007323899300788286,0.0718163824233567,6.013500650571016,1160.2988284470377,58.98600300409839,0.5178577762608063,113,0.4042044908600426,0,4.619047619047619
46,Species richness,11,15.385,7.017,11.482,50.925,46,363.9261900463076,0.972913202840662,0.0012212866213687367,0.01880322647665848,5.715272018027949,1179.374273177999,68.17953525210955,0.4510697272139176,124,0.36305357187028164,0,3.871794871794872
56,Species richness,25,45.3,16.861,29.909,108.953,56,646.8202525477944,0.8951923398831549,0.00797173780702159,0.0912393133821467,6.175422796009017,1198.3220008059636,59.270979192933744,0.4436849284796571,208,0.3583324398447922,0,6.533333333333333
82,Species richness,14,16.9,4.393,14.341,38.654,82,778.1484642485424,0.9453440410949655,0.005974807899377476,0.02869501701446131,5.203696869071238,1222.5340715025889,158.57910311713619,0.42115101708769187,235,0.3437090172278411,0,3.7
100,Species richness,15,22.901,11.522,15.975,79.048,100,429.5229190680703,0.9664338158046241,0.003631936576065432,0.027080977775107817,4.979534115454604,1227.8570694724044,187.8421247703986,0.4386384630122301,130,0.3550861022851923,0,3.049382716049383
113,Species richness,6,6.152,0.501,6.007,9.317,113,88.58083401984929,0.9953253812923807,6.012315963976067e-4,0.0036861136895245004,4.261765382190597,1194.6703093042975,305.56961731637296,0.44765096350185835,27,0.36087227599224125,0,2.4545454545454546
117,Species richness,14,16.607,3.416,14.367,32.501,117,289.601802317877,0.9618160253476676,5.179525776368485e-4,0.02371113720804138,4.0039929007092905,1238.8897736147694,374.61696226370594,0.43645017727171276,83,0.35367330115645707,0,2.6222222222222222
145,Species richness,11,11.96,2.191,11.068,24.565,145,114.55839042293495,0.9725047892565798,0.001967962115461212,0.022570528700602124,4.3960169696325675,1091.4206945063784,249.1093820512586,0.5320239462616961,43,0.4125851303940884,0,3.36
151,Species richness,11,11,0.549,11,12.519,151,281.52008956279764,0.9908999228550577,2.486501056007032e-4,0.004450754401938506,3.9935508752153064,1176.3276270660417,366.85145550363325,0.373417589770723,72,0.311622286675949,1,3.1052631578947367
191,Species richness,11,14.81,5.057,11.528,38.473,191,367.7488490476168,0.974566353624049,0.01989123471488473,0.003114024982809839,5.237673910351178,1321.5411938045281,288.40719475390716,0.4711055218472264,115,0.3756883035879732,0,3.0952380952380953
377,Species richness,13,22.767,9.991,14.86,64.291,377,75.97703129119202,0.8937170673134024,0.003988292411231275,0.08647349675282431,3.6589695185587168,1128.0140368517655,405.8880283085516,0.4964246479755734,29,0.3912968983571787,0,2.86046511627907
391,Species richness,30,35.968,6.448,31.064,63.457,391,4878.087492249018,0.9062065017695593,0.011629557708832844,0.07460276810287945,4.923849719262143,1234.5341327794224,302.24421713819135,0.4580171196881718,1582,0.36746335271548897,8,3.424731182795699
398,Species richness,21,23.361,2.817,21.373,35.927,398,386.63128779675577,0.915832383480784,0.01178625519500581,0.07163703370919779,5.512237549496861,912.2315298925398,203.04676549236854,0.5278070043539952,138,0.41010280578241304,0,5.444444444444445
410,Species richness,10,10.237,0.699,10.012,14.552,410,183.81999758251462,0.771301402281634,0.019476492395565592,0.20312484727058336,5.559754851050296,923.3552711088865,162.62461202747983,0.3744300736941534,64,0.312318905326835,0,4.7894736842105265
411,Species richness,22,26.433,7.091,22.487,62.34,411,186.1179639957037,0.6907986877232734,0.01096694488391156,0.24973454142778587,5.774951334993673,909.1422495364363,97.59264614391573,0.3026974738175357,60,0.2611774242620454,0,4.641791044776119
415,Species richness,10,10,0.529,10,11.553,415,124.47331727558873,0.5828698171077291,0.015389227273600238,0.3956060946677456,5.887051846748863,871.3745729772128,117.90607931893362,0.354179808641356,36,0.2982512244833564,0,4.7
435,Species richness,20,21.468,2.249,20.17,32.66,435,556.0727488279623,0.846207076937665,0.017284636258628264,0.13208881140242537,4.246767734648039,1097.8935588235918,327.30281760911595,0.4217091436478384,206,0.3440752084564796,0,5
438,Species richness,16,17.923,2.558,16.266,29.905,438,1472.4028102132079,0.947030180612106,0.011262335206050668,0.03654695901244991,3.745567463138232,1163.6993114780264,539.0565372632212,0.49685471583799073,482,0.3915586257146524,1,3.6923076923076925
459,Species richness,18,19.293,1.801,18.169,27.898,459,276.22977944635517,0.9626423297344686,0.019377535015819645,0.014431620120960427,6.750256814774694,1306.041330495371,123.5197523509303,0.4066972018937478,78,0.3341542233797801,0,3.6363636363636362
494,Species richness,13,29.941,22.255,15.38,133.588,494,100.70235310986828,0.9030026392437173,0.0014698362479505201,0.006851875638122878,4.3571064553958605,1427.563942716496,616.2380584024799,0.4187480191787141,27,0.34213005500689736,0,3.6470588235294117
505,Species richness,21,40.552,19.509,24.834,120.707,505,1525.8158769375448,0.7829983929300223,0.014530104187854302,0.18037590175001386,5.792908525591793,1265.3816897918996,264.90737853781854,0.45551040714606045,489,0.3658757762007242,7,4.103448275862069
526,Species richness,14,16.143,3.25,14.252,32.242,526,1927.9212098943633,0.8447722398702675,0.0297701168716827,0.11939385273419059,4.593369901549168,1062.8237704320977,401.44881918995117,0.4357796354017851,606,0.3532397667079744,2,4
538,Species richness,11,11.977,2.225,11.069,24.773,538,1096.0501770700807,0.903435447028791,0.013188350669310225,0.08126655514110567,5.038198544352632,997.8467649340977,302.4555840069807,0.4536729641501559,387,0.3647095379671547,0,4.162790697674419
570,Species richness,8,8,0.477,8,9.38,570,447.5929807754958,0.4766951946822723,0.027865187187034037,0.48810114584062797,5.248760471100265,1088.2481436237072,116.49124757402399,0.3099069197200674,126,0.2664847711503414,0,4.909090909090909
601,Species richness,20,22.596,3.404,20.366,38.434,601,3713.213778781999,0.8440919740391013,0.04478913420283626,0.07909934339757249,4.003531603465516,1289.3399389493413,581.1010657029215,0.43391879613626183,1203,0.3520351293998943,5,3.210526315789474
648,Species richness,8,8.6,1.2,8.05,15.211,648,137.10914126773588,0.9898401046686202,0.0012141082026512634,0.0022005585841593537,6.374829600475298,1309.6689745385584,271.10128527451485,0.47689013781783646,45,0.3792892818183296,0,2.7
701,Species richness,12,12.606,1.21,12.051,19.265,701,74.44313477322376,0.9829423340988459,0.0024572906643405964,0.004494777620301711,6.435292200363763,1354.9951712588029,344.8451009665715,0.4255318149976981,26,0.34657780701137736,0,5.181818181818182
724,Species richness,19,36.591,23.094,21.473,144.115,724,2012.7816109930736,0.8369840598284873,0.013805625997725545,0.1454492702985193,5.248247270730734,1115.978529308161,138.57390555153395,0.4015225098692022,641,0.3306997463310097,0,3.3181818181818183
727,Species richness,15,19.434,7.093,15.487,55.348,727,326.54485005898727,0.9465762330919827,0.02255920017347676,0.022698350193008796,6.0974830614895055,1216.5348142091468,290.6718909222226,0.46162538676454834,102,0.369741601138278,1,3.485294117647059
736,Species richness,13,13.606,1.21,13.051,20.265,736,310.6716774918141,0.9563350670279873,0.015055195291109828,0.00970772029981886,6.5872030597136035,1277.5598431815763,222.31239818582276,0.38247667658757006,91,0.3178301986814669,1,4.7272727272727275
773,Species richness,10,12.75,4.144,10.326,33.222,773,358.5539793303385,0.9790708311749865,0.004945572029921644,0.015700925600752827,4.80648299137082,1124.3412082922425,270.2104596752927,0.4382173089844384,108,0.3548144369971412,0,4.75
791,Species richness,17,17.246,0.721,17.013,21.684,791,2647.5863113149994,0.916907116123148,0.01928130192650341,0.04988316302564395,4.900213059712371,1289.9957628600046,494.4562798622106,0.4481345474577816,839,0.3611812731862928,6,2.859154929577465
806,Species richness,11,18.2,10.53,11.885,69.574,806,295.87517109150645,0.9841048732986871,0.0036136002247986894,0.012153588322000199,4.915940967189316,1097.086703116863,225.23521252238342,0.3732680595595938,80,0.31151934571493906,0,4.6
810,Species richness,14,14.458,1.228,14.027,21.857,810,127.39934695154783,0.37477839475561375,0.5859962017371435,0.00973721258586559,8.243432422005975,1163.3759435276404,7.177128222902181,0.49461194777958717,52,0.39019250145770507,0,8.416666666666666
821,Species richness,16,20.04,4.748,16.651,41.073,821,177.22635320928077,0.586062325746913,0.4113632041493174,7.4710115490332e-4,7.094111876331585,1246.4368513779657,223.24790581789293,0.43017202783744485,57,0.3496028013245934,0,2.878787878787879
833,Species richness,27,34.877,11.488,27.972,90.858,833,459.75509178053244,0.9579575990298091,0.02361523930331863,0.0040198665953197705,5.902180860613348,1404.2802354936653,408.22152669202734,0.5219646688806704,161,0.40664634139836503,0,5.107692307692307
842,Species richness,18,24.081,7.359,18.945,57.119,842,1434.6104044038575,0.8877460769210151,0.03188147633907114,0.07430309563814746,5.982031694063529,1233.8459315896202,329.59486973181305,0.447915904169483,459,0.3610415844887939,4,3.4864864864864864
851,Species richness,19,19.077,0.319,19.003,21.165,851,281.3032486561673,0.8964175598256409,0.029888691603797046,0.006905195498536574,6.717452455790407,1387.769956624932,256.35408886295255,0.4435787590710242,101,0.35826431076284343,0,5.153846153846154
867,Species richness,25,26.586,2.146,25.215,36.712,867,904.4523658518783,0.822256161189894,0.16367063413874533,0.002528583272075794,5.536663671884801,1319.6122006822056,475.5008168059671,0.45112999708033485,299,0.36309195938960304,2,3.1623931623931623
876,Species richness,21,22.889,3.549,21.17,42.008,876,1020.9361250444396,0.7478296736179513,0.08404454344630635,0.15948050671186853,6.934324547576254,1142.487598420741,115.07315599277001,0.40371550353214675,340,0.3321659093152545,1,9.833333333333334
916,Species richness,15,19.461,7.133,15.49,55.578,916,4647.551084797314,0.6690637819961285,0.03346524944393919,0.2695757631434683,4.387752384264693,1485.7318665074881,514.6472664456519,0.38680351570123805,1485,0.32077546122640005,7,2.587719298245614
921,Species richness,24,28.333,6.939,24.476,63.484,921,542.4202125099782,0.8081723116592717,0.04576547959638688,0.041427592925594364,7.015280996940147,1101.995991684099,58.67644581976116,0.39639767571236956,173,0.32726088927025443,0,7.777777777777778
933,Species richness,19,23.032,4.739,19.65,44.028,933,362.75275461077854,0.9228986989279311,0.00758157638526261,0.016881627585210154,6.836280835092056,1130.8042819222815,137.26097371818057,0.43156659741998615,113,0.3505091933141892,1,3.3548387096774195
959,Species richness,26,31.978,7.254,26.926,64.587,959,1635.5905964920887,0.9458492256110308,0.014233960558518277,0.017241781127339966,5.841576590631752,1385.4904389857704,417.65279844115867,0.4506137385446408,574,0.36276306528729674,0,3.932584269662921
979,Species richness,24,25.488,2.276,24.173,36.803,979,1240.9030036714726,0.9734248320372672,0.006244042246716495,0.004790602242923797,5.659142380535356,1292.480403078136,397.73198179400714,0.5234999048731293,411,0.4075565803966892,1,3.0153846153846153
1006,Species richness,25,25.248,0.724,25.013,29.701,1006,356.89454602233707,0.9685876310027391,0.007425162501138978,0.015290748319859314,7.2081496740323345,1279.4106185402793,206.59930225935412,0.4242074811811699,113,0.34571188464615604,0,4.770642201834862
1009,Species richness,26,28.24,3.382,26.265,44.963,1009,1338.2616078131866,0.9721410323886255,0.010686184467786302,0.0032207433322611273,4.679999300888684,1393.34583385622,581.9967212631894,0.49931970791550506,419,0.3930565818983468,2,3.4439461883408073
1071,Species richness,12,15.692,4.913,12.51,38.706,1071,300.527425204297,0.9656772261751151,0.017268472716828357,0.008030980341431468,5.511214623102932,1342.8497160202628,496.983409460651,0.4675744236085764,97,0.37347990090764716,0,3.769230769230769
1178,Species richness,16,16.84,1.386,16.089,23.949,1178,83.74083274009875,0.9499279204851138,0.016734259837088313,0.01098627718248504,6.15228845786874,1289.7005655234163,245.8615575201688,0.48628889256709157,29,0.3850958595841988,1,4.333333333333333
1181,Species richness,15,15.493,1.306,15.029,23.339,1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1,4.455882352941177
1197,Species richness,15,17.062,3.14,15.241,32.645,1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0,5.333333333333333
1345,Species richness,10,14.275,6.85,10.469,48.982,1345,234.92067460507928,0.9053752073363959,0.01735663245625243,0.03482572748932371,7.1006453468279345,1271.705599520989,321.96432244384016,0.39966506390705014,73,0.3294554019839333,0,2.15
1391,Species richness,19,24.938,7.195,19.921,57.259,1391,77.58300111624514,0.8849474770553958,0.08694983874854857,0.012982953891174953,7.282116710992823,1266.3105925941588,325.6826482486812,0.43751272400797886,25,0.35435968875684465,0,4.35
1395,Species richness,8,8.615,1.224,8.052,15.349,1395,40.49072344197167,0.816054164644919,0.17774791582167587,7.409104469147496e-4,6.753569870992581,1299.804621037374,416.05249982846675,0.3321460046194853,11,0.282617425962024,0,1.9230769230769231
1399,Species richness,16,18.077,3.16,16.243,33.752,1399,139.83183433684647,0.9705008230382618,0.007827871561531983,0.009889585095400416,7.90459531951801,1231.811119005105,215.0916703987413,0.5963533601442048,57,0.4491833920371452,1,5.461538461538462
1440,Species richness,13,13.957,2.194,13.067,26.597,1440,297.6471881205444,0.9772632755568422,0.009621222860027003,0.002047185735820659,8.208223123505677,1298.739183882708,259.7697080198093,0.334996975045693,71,0.284659749779142,0,4.3478260869565215
1489,Species richness,12,12.155,0.508,12.007,15.364,1489,40.5904443560121,0.989745627456373,0.007684683561509349,0.0024343508631188035,8.630929806264104,1329.5987638928589,270.6298189606557,0.43016109372016204,11,0.3495956897664635,0,5.571428571428571
